unix_timestamp_ms,lastUpdateId,bid_price_0,bid_qty_0,bid_price_1,bid_qty_1,bid_price_2,bid_qty_2,bid_price_3,bid_qty_3,bid_price_4,bid_qty_4,bid_price_5,bid_qty_5,bid_price_6,bid_qty_6,bid_price_7,bid_qty_7,bid_price_8,bid_qty_8,bid_price_9,bid_qty_9,ask_price_0,ask_qty_0,ask_price_1,ask_qty_1,ask_price_2,ask_qty_2,ask_price_3,ask_qty_3,ask_price_4,ask_qty_4,ask_price_5,ask_qty_5,ask_price_6,ask_qty_6,ask_price_7,ask_qty_7,ask_price_8,ask_qty_8,ask_price_9,ask_qty_9
1764326047919,261589261565,896.000000,217.940000,895.900000,172.010000,895.800000,160.510000,895.700000,182.560000,895.600000,257.610000,895.500000,249.000000,895.400000,144.670000,895.300000,56.080000,895.200000,182.170000,895.100000,46.980000,896.100000,43.350000,896.200000,64.940000,896.300000,113.770000,896.400000,99.390000,896.500000,102.010000,896.600000,105.260000,896.700000,157.280000,896.800000,90.980000,896.900000,187.300000,897.000000,109.760000
1764326050524,261589334430,896.000000,219.150000,895.900000,172.010000,895.800000,160.510000,895.700000,182.560000,895.600000,257.610000,895.500000,249.000000,895.400000,145.780000,895.300000,56.080000,895.200000,158.660000,895.100000,46.980000,896.100000,43.180000,896.200000,64.940000,896.300000,113.770000,896.400000,99.390000,896.500000,102.010000,896.600000,105.260000,896.700000,157.280000,896.800000,90.960000,896.900000,187.320000,897.000000,109.760000
1764326050784,261589342117,896.000000,219.520000,895.900000,172.010000,895.800000,160.510000,895.700000,182.560000,895.600000,257.610000,895.500000,249.000000,895.400000,145.780000,895.300000,56.080000,895.200000,158.660000,895.100000,46.980000,896.100000,43.240000,896.200000,64.940000,896.300000,113.770000,896.400000,99.390000,896.500000,102.010000,896.600000,105.260000,896.700000,157.280000,896.800000,90.950000,896.900000,187.330000,897.000000,109.760000
1764326051048,261589349685,896.000000,218.680000,895.900000,171.390000,895.800000,160.510000,895.700000,182.560000,895.600000,257.610000,895.500000,249.000000,895.400000,145.780000,895.300000,56.080000,895.200000,158.660000,895.100000,46.980000,896.100000,41.860000,896.200000,64.940000,896.300000,113.770000,896.400000,99.390000,896.500000,102.010000,896.600000,105.260000,896.700000,157.280000,896.800000,90.950000,896.900000,187.330000,897.000000,109.760000
1764326051301,261589356981,896.000000,219.650000,895.900000,171.390000,895.800000,160.510000,895.700000,182.560000,895.600000,257.610000,895.500000,249.000000,895.400000,145.780000,895.300000,56.080000,895.200000,158.660000,895.100000,46.980000,896.100000,41.860000,896.200000,64.940000,896.300000,113.770000,896.400000,99.390000,896.500000,102.010000,896.600000,105.260000,896.700000,157.280000,896.800000,90.950000,896.900000,187.330000,897.000000,109.760000
1764326051556,261589364497,896.000000,223.260000,895.900000,171.390000,895.800000,160.510000,895.700000,182.560000,895.600000,257.610000,895.500000,249.000000,895.400000,156.790000,895.300000,92.080000,895.200000,158.660000,895.100000,5.290000,896.100000,42.270000,896.200000,38.460000,896.300000,35.610000,896.400000,93.810000,896.500000,104.240000,896.600000,92.280000,896.700000,137.620000,896.800000,73.740000,896.900000,187.330000,897.000000,127.760000
1764326051810,261589372274,896.000000,223.450000,895.900000,171.390000,895.800000,160.510000,895.700000,182.560000,895.600000,257.610000,895.500000,249.000000,895.400000,156.790000,895.300000,92.080000,895.200000,158.660000,895.100000,5.290000,896.100000,42.700000,896.200000,38.460000,896.300000,35.610000,896.400000,93.810000,896.500000,104.240000,896.600000,95.430000,896.700000,134.470000,896.800000,73.740000,896.900000,187.330000,897.000000,127.760000
1764326052072,261589379658,896.000000,223.320000,895.900000,171.390000,895.800000,160.510000,895.700000,182.560000,895.600000,257.610000,895.500000,249.000000,895.400000,156.790000,895.300000,92.080000,895.200000,158.660000,895.100000,5.290000,896.100000,43.020000,896.200000,38.460000,896.300000,35.610000,896.400000,93.810000,896.500000,104.240000,896.600000,95.430000,896.700000,134.470000,896.800000,73.740000,896.900000,188.440000,897.000000,127.760000
1764326052322,261589386851,896.000000,222.880000,895.900000,171.390000,895.800000,160.510000,895.700000,182.560000,895.600000,257.610000,895.500000,249.000000,895.400000,156.790000,895.300000,92.080000,895.200000,158.660000,895.100000,5.290000,896.100000,44.820000,896.200000,38.460000,896.300000,35.610000,896.400000,93.810000,896.500000,104.240000,896.600000,93.760000,896.700000,134.470000,896.800000,73.740000,896.900000,188.440000,897.000000,127.760000
1764326052577,261589394782,896.000000,223.480000,895.900000,171.390000,895.800000,160.510000,895.700000,182.560000,895.600000,257.610000,895.500000,249.000000,895.400000,156.790000,895.300000,92.080000,895.200000,158.660000,895.100000,20.030000,896.100000,43.800000,896.200000,38.460000,896.300000,35.610000,896.400000,93.810000,896.500000,104.240000,896.600000,93.760000,896.700000,134.470000,896.800000,73.740000,896.900000,188.440000,897.000000,127.760000
