unix_timestamp_ms,lastUpdateId,bid_price_0,bid_qty_0,bid_price_1,bid_qty_1,bid_price_2,bid_qty_2,bid_price_3,bid_qty_3,bid_price_4,bid_qty_4,bid_price_5,bid_qty_5,bid_price_6,bid_qty_6,bid_price_7,bid_qty_7,bid_price_8,bid_qty_8,bid_price_9,bid_qty_9,ask_price_0,ask_qty_0,ask_price_1,ask_qty_1,ask_price_2,ask_qty_2,ask_price_3,ask_qty_3,ask_price_4,ask_qty_4,ask_price_5,ask_qty_5,ask_price_6,ask_qty_6,ask_price_7,ask_qty_7,ask_price_8,ask_qty_8,ask_price_9,ask_qty_9
1764321126387,261464953242,0.996400,55.000000,0.996300,9.000000,0.996100,72.000000,0.996000,44227.000000,0.995800,78.000000,0.995700,10.000000,0.995600,9.000000,0.995500,78.000000,0.995400,61.000000,0.995200,9.000000,0.997100,81.000000,0.997400,78.000000,0.997500,70.000000,0.997700,36.000000,0.997900,9.000000,0.998000,5920.000000,0.998100,78.000000,0.998300,9.000000,0.998400,78.000000,0.998600,48.000000
